;nplv;DT;МАРКА;ПРОФИЛЬ;t вып-обр;t обработка;t под током;t продувка;ПСН гр.;чист расход C;чист расход Cr;чист расход Mn;чист расход Si;чист расход V;температура первая;температура последняя;Ar (интенс.);N2 (интенс.);эл. энергия (интенс.);произв жидкая сталь;произв количество обработок;произв  количество плавок;произв количество плавок (цел);расход газ Ar;расход газ  N2;расход C пров.;сыпуч известь РП;сыпуч кварцит;сыпуч кокс пыль УСТК;сыпуч  кокс. мелочь (сух.);сыпуч  кокс. мелочь КМ1;сыпуч  шпат плав.;ферспл CaC2;ферспл FeMo;ферспл FeSi-75;ферспл FeV азот.;ферспл  FeV-80;ферспл  Mn5Si65Al0.5;ферспл  Ni H1 пласт.;ферспл SiMn18;ферспл  ферванит;ферспл  фх850А;эл. энергия;химсталь первый Al_1;химсталь первый C_1;химсталь первый Cr_1;химсталь первый Cu_1;химсталь первый Mn_1;химсталь первый Mo_1;химсталь первый N_1;химсталь первый Ni_1;химсталь первый P_1;химсталь первый S_1;химсталь первый Si_1;химсталь первый Ti_1;химсталь первый V_1;химсталь последний Al;химсталь последний C;химсталь последний Ca;химсталь последний Cr;химсталь последний Cu;химсталь последний Mn;химсталь последний Mo;химсталь последний N;химсталь последний Ni;химсталь последний P;химсталь последний S;химсталь последний Si;химсталь последний Ti;химсталь последний V;химшлак первый Al2O3_1;химшлак первый CaO_1;химшлак первый FeO_1;химшлак первый MgO_1;химшлак первый MnO_1;химшлак первый R_1;химшлак первый SiO2_1;химшлак последний Al2O3;химшлак последний CaO;химшлак последний FeO;химшлак последний MgO;химшлак последний MnO;химшлак последний R;химшлак последний SiO2
4510;г6838636=9:;2071-01-07 23:07:00;Э90ХАФ;Р65;50,0;44,1833333;23,7166667;43,5166667;4,4200613;0,466415;0,120132;0,188057;0,076972;0,0905365;1540,0;1581,0;16,8069955;19,5344262;14488,5453268;112,8;1,0;1,0;1,0;20,822;3,972;;0,154;;0,05;;0,503;0,03;0,02;;;;0,100007;0,041;;0,294;0,025535;0,213;5727,0;0,002;0,473;0,182;0,099;0,631;0,006;0,01;0,065;0,007;0,018;0,473;0,002;0,003;0,003;0,842;0,0003;0,289;0,098;0,801;0,004;0,014;0,065;0,008;0,013;0,546;0,003;0,085;4,6;58,9;0,6;12,4;0,11;2,5;23,6;5,7;57,6;0,6;11,2;0,09;2,3;24,7
4511;"г6838636=9;";2071-01-07 23:58:00;Э90ХАФ;Р65;46,0;42,2;15,8166667;42,0333333;3,9028169;0,492535;0,077268;0,142972;0,090992;0,0907598;1599,0;1586,0;15,10875;22,0906232;13497,1548999;113,4;1,0;1,0;1,0;6,715;21,072;;0,15;;0,05;;0,545;0,031;0,02;;;;0,100188;0,082;;0,222;0,025716;0,137;3558,0;0,002;0,448;0,219;0,099;0,675;0,006;0,012;0,071;0,007;0,015;0,467;0,002;0,003;0,004;0,841;0,0002;0,288;0,098;0,803;0,004;0,022;0,07;0,009;0,008;0,561;0,003;0,084;4,3;57,9;0,4;12,7;0,09;2,5;23,6;4,7;50,6;0,5;6,8;0,06;2,5;20,2
4512;г6838636=9<;2071-01-08 01:07:00;Э90ХАФ;Р65;27,0;46,35;22,8666667;46,0166667;3,7959184;0,48504;0,115056;0,161996;0,114656;0,0916923;1564,0;1584,0;17,7765376;17,6606676;13360,9329446;114,5;1,0;1,0;1,0;8,671;18,372;;0,151;;0,05;;0,528;0,03;0,02;;;;0,101165;0,111;;0,251;0,026042;0,204;5092,0;0,002;0,452;0,185;0,092;0,656;0,005;0,012;0,063;0,007;0,015;0,449;0,002;0,003;0,003;0,845;0,0002;0,287;0,092;0,802;0,004;0,017;0,063;0,008;0,012;0,552;0,003;0,083;3,8;55,3;0,6;7,4;0,06;2,8;19,9;4,3;61,2;0,5;5,2;0,07;2,8;21,6
4513;г6838636=9=;2071-01-08 02:03:00;Э90ХАФ;Р65;26,0;46,6833333;19,3;46,35;4,0;0,446175;0,091932;0,118585;0,09974;0,0898881;1581,0;1588,0;16,9953191;11,8686676;11810,3626943;112,1;1,0;1,0;1,0;13,313;9,007;;0,213;;0,05;;0,486;0,028;0,02;;;;0,099501;0,106;;0,183;0,024884;0,163;3799,0;0,002;0,496;0,205;0,11;0,696;0,009;0,01;0,076;0,009;0,018;0,464;0,002;0,003;0,004;0,852;0,0004;0,288;0,109;0,804;0,007;0,016;0,075;0,011;0,015;0,545;0,003;0,083;5,7;55,8;0,6;16,4;0,18;2,9;19,5;7,3;57,0;0,8;12,9;0,14;2,8;19,6
4514;г6838636=9>;2071-01-08 03:02:00;Э90ХАФ;Р65;25,0;45,8666667;18,0;45,7;;0,37613;0,07332;0,092126;0,081096;0,0907647;1593,0;1592,0;18,675;20,5313684;13426,6666667;112,8;1,0;1,0;1,0;13,612;16,254;;0,139;;0,05;;0,404;0,059;0,02;;;;0,100043;0,088;;0,142;0,025897;0,13;4028,0;0,003;0,544;0,221;0,099;0,718;0,006;0,01;0,07;0,009;0,013;0,473;0,002;0,003;0,004;0,852;0,0003;0,285;0,101;0,797;0,005;0,016;0,07;0,01;0,011;0,548;0,003;0,084;3,6;53,4;0,6;6,7;0,07;3,3;16,0;6,1;63,8;0,7;4,9;0,06;2,8;20,3
4515;г6838636=9?;2071-01-08 03:56:00;Э90ХАФ;Р65;28,0;42,55;16,2;42,3833333;3,635274;0,489305;0,10998;0,143303;0,166468;0,0892158;1612,0;1583,0;16,3018369;23,2949239;13733,3333333;111,4;1,0;1,0;1,0;12,326;15,297;;0,206;;0,05;;0,535;0,034;0,02;;;;0,098814;0,2;;0,219;0,024595;0,195;3708,0;0,002;0,443;0,189;0,097;0,658;0,005;0,011;0,063;0,007;0,015;0,399;0,001;0,003;0,003;0,848;0,0002;0,29;0,097;0,791;0,004;0,018;0,064;0,008;0,011;0,544;0,003;0,083;4,1;53,8;0,7;15,4;0,44;2,2;24,4;3,7;52,3;0,7;6,7;0,14;2,5;20,6
4516;г6838636=:6;2071-01-08 04:50:00;Э90ХАФ;Р65;27,0;47,5333333;15,0333333;46,7;;0,508165;0,09306;0,12774;0,1316;0,0906859;1606,0;1591,0;13,379013;20,1220503;13238,5809313;113,5;1,0;1,0;1,0;13,104;11,559;;0,182;;0,05;;0,562;0,033;0,02;;;;0,099863;0,152;;0,196;0,026042;0,165;3317,0;0,002;0,452;0,206;0,116;0,675;0,008;0,01;0,074;0,007;0,016;0,422;0,002;0,003;0,004;0,83;;0,288;0,113;0,789;0,006;0,017;0,073;0,008;0,008;0,546;0,003;0,084;3,7;57,5;0,8;13,6;0,11;2,3;25,2;4,4;57,9;0,3;12,0;0,07;2,2;25,8
4517;г6838636=:7;2071-01-08 05:42:00;Э76ХФ;Р65;34,0;43,85;27,0;43,0166667;4,6120277;0,3196714;0,058656;0,027959;0,112324;0,0379221;1561,0;1625,0;12,9247169;;14508,8888889;111,8;1,0;1,0;1,0;18,389;;0,004675;0,144;;0,05;;0,334;0,031;0,02;;;;0,047815;0,164;;0,039;;0,104;6529,0;0,002;0,529;0,367;0,103;0,765;0,007;0,008;0,064;0,013;0,016;0,471;0,002;0,004;0,004;0,764;0,0003;0,416;0,101;0,781;0,006;0,012;0,064;0,013;0,009;0,563;0,003;0,036;3,5;60,1;0,5;10,6;0,16;2,6;22,8;4,2;62,8;0,4;5,0;0,08;2,7;23,5
4518;г6838636=:8;2071-01-08 06:35:00;Э76ХФ;Р65;33,0;55,2166667;23,65;55,2166667;2,0;0,3733832;0,082344;0,105996;0,144256;0,0383813;1584,0;1601,0;12,5657712;;13111,205074;111,89999999999999;1,0;1,0;1,0;23,128;;0,005423;0,169;;0,049999999999999996;;0,39199999999999996;;0,02;;;;0,048394000000000006;0,181;;0,161;;0,146;5168,0;0,002;0,478;0,343;0,121;0,685;0,007;0,011;0,081;0,009;0,019;0,45;0,001;0,003;0,003;0,756;0,0001;0,416;0,122;0,779;0,007;0,013;0,082;0,01;0,012;0,566;0,002;0,036;5,1;52,2;0,4;10,3;0,08;2,4;22,2;6,3;55,3;0,7;11,7;0,13;2,6;21,0
4519;г6838636=:9;2071-01-08 07:28:00;Э76ХФ;Р65;47,0;45,7166667;25,0333333;45,7166667;2,6655949;0,36686;0,117312;0,10284;0,12296;0,038754;1559,0;1606,0;12,758148;;12892,4101198;114,5;1,0;1,0;1,0;19,442;;;0,021;;0,05;;0,384;0,041;0,02;;;;0,048864;0,149;;0,157;;0,208;5379,0;0,002;0,484;0,315;0,117;0,678;0,009;0,008;0,086;0,009;0,018;0,46;0,002;0,003;0,004;0,77;0,0003;0,429;0,114;0,775;0,008;0,011;0,082;0,009;0,011;0,539;0,003;0,035;5,0;57,5;0,3;10,6;0,06;2,7;21,5;5,5;53,2;0,8;8,1;0,11;2,4;22,5
4520;г6838636=::;2071-01-08 08:18:00;Э76ХФ;Р65;51,0;49,2;22,7;49,2;2,0;0,387325;0,123516;0,132683;0,170628;0,0386398;1571,0;1600,0;10,798152;;13422,0264317;112,7;1,0;1,0;1,0;17,529;;;0,161;;0,05;;0,407;;0,02;;;;0,04872;0,211;;0,202;;0,219;5078,0;0,002;0,461;0,307;0,1;0,658;0,009;0,01;0,08;0,008;0,019;0,413;0,001;0,003;0,003;0,762;0,0004;0,422;0,102;0,784;0,009;0,013;0,081;0,009;0,014;0,564;0,003;0,038;3,7;48,4;2,6;17,8;0,62;2,0;24,4;4,3;47,3;0,4;11,7;0,1;2,2;21,8
4521;"г6838636=:;";2071-01-08 09:17:00;Э76ХФ;Р65;49,0;47,7166667;19,0833333;47,7166667;1,9268205;0,405555;0,120132;0,145442;0,174712;0,0381806;1598,0;1600,0;11,6908517;;12035,6331878;112,9;1,0;1,0;1,0;18,53;;;0,213;;0,06;;0,421;;0,02;;;;0,048141;0,212;;0,222;;0,213;3828,0;0,001;0,448;0,308;0,09;0,644;0,006;0,011;0,06;0,008;0,018;0,393;0,001;0,002;0,003;0,748;0,0001;0,415;0,091;0,778;0,005;0,015;0,061;0,008;0,009;0,54;0,002;0,035;3,6;51,9;0,4;14,7;0,11;2,0;25,3;4,0;50,6;0,4;11,9;0,09;2,2;24,3
4522;г6838636=:<;2071-01-08 10:26:00;Э76ХФ;Р65;37,0;46,0333333;20,9;46,0333333;2,5537059;0,36176;0,133104;0,175495;0,18666;0,0397296;1572,0;1586,0;8,4814238;;12737,7990431;116,1;1,0;1,0;1,0;12,708;;;0,111;;0,05;;0,372;;0,02;;;;0,050094;0,218;;0,269;;0,236;4437,0;0,001;0,479;0,305;0,095;0,644;0,006;0,01;0,066;0,007;0,019;0,421;0,001;0,003;0,003;0,766;0,0002;0,415;0,095;0,79;0,005;0,012;0,066;0,008;0,015;0,574;0,003;0,036;3,0;50,7;0,3;11,0;0,08;2,1;24,2;3,2;58,5;0,3;7,6;0,06;2,2;26,5
4523;г6838636=:=;2071-01-08 11:24:00;Э76ХФ;Р65;45,0;44,6666667;19,8666667;44,6666667;2,7049637;0,2958968;0,100956;0,122809;0,162733;0,0396724;1576,0;1585,0;12,4700056;;12497,3154362;116,2;1,0;1,0;1,0;18,466;;0,008976;0,057;;0,05;;0,288;;0,02;;;;0,050022;0,202;;0,187;;0,179;4138,0;0,002;0,509;0,331;0,101;0,679;0,006;0,01;0,077;0,008;0,017;0,433;0,002;0,003;0,003;0,762;0,0004;0,419;0,102;0,785;0,005;0,012;0,077;0,009;0,016;0,554;0,003;0,036;4,7;53,9;1,2;11,6;0,1;2,5;21,5;3,2;58,7;0,3;8,2;0,08;2,2;26,6
4524;г6838636=:>;2071-01-08 12:12:00;Э76ХФ;Р65;50,0;44,35;16,7333333;44,35;;0,3322;0,100392;0,086267;0,146048;0,0395289;1591,0;1588,0;11,371988;;11513,5458167;116,1;1,0;1,0;1,0;16,78;;;;;0,05;;0,345;;0,02;;;;0,049841;0,188;;0,131;;0,178;3211,0;0,002;0,504;0,336;0,1;0,711;0,005;0,01;0,063;0,011;0,019;0,446;0,002;0,003;0,003;0,781;0,0001;0,423;0,101;0,79;0,005;0,01;0,063;0,012;0,017;0,568;0,003;0,036;5,4;58,9;0,3;10,4;0,07;2,7;21,7;3,3;56,9;0,5;8,3;0,16;2,3;25,0
4525;г6838636=:?;2071-01-08 13:01:00;Э76ХФ;Р65;59,0;40,7;16,3333333;40,7;;0,29879;0,10152;0,100821;0,173484;0,0377214;1586,0;1607,0;14,6248157;;12203,2653061;111,0;1,0;1,0;1,0;19,841;;;0,143;;0,05;;0,303;;0,02;;;;0,047562;0,224;;0,153;;0,18;3322,0;0,001;0,525;0,33;0,111;0,699;0,006;0,01;0,071;0,009;0,017;0,432;0,001;0,003;0,003;0,761;0,0002;0,421;0,11;0,788;0,005;0,011;0,072;0,011;0,01;0,559;0,002;0,037;4,7;55,1;0,6;16,4;0,29;2,5;22,4;3,4;59,2;0,5;9,1;0,18;2,3;26,2
4526;"г6838636=;6";2071-01-08 13:51:00;Э76ХФ;Р65;4,0;46,85;23,6333333;46,85;2,2785937;0,35349;0,106032;0,117472;0,126397;0,0387826;1567,0;1589,0;16,880683;;12582,2284908;113,2;2,0;1,0;1,0;26,362;;;0,096;;0,05;;0,369;0,042;0,03;;;;0,0489;0,145;;0,181;;0,188;4956,0;0,002;0,469;0,325;0,107;0,675;0,007;0,008;0,083;0,008;0,018;0,453;0,002;0,003;0,003;0,772;0,0004;0,422;0,108;0,786;0,006;0,009;0,083;0,009;0,015;0,565;0,003;0,035;4,0;56,5;0,5;13,3;0,13;2,6;22,1;4,9;59,7;0,4;5,3;0,12;2,5;24,3
4527;"г6838636=;7";2071-01-08 14:59:00;Э76ХФ;Р65;42,0;41,1833333;20,85;41,1833333;2,5173482;0,3866237;0,126336;0,132131;0,158432;0,0391847;1561,0;1586,0;13,3838651;;12486,3309353;115,7;1,0;1,0;1,0;18,295;;0,009724;0,087;;0,05;;0,394;;0,02;;;;0,049407;0,188;;0,203;;0,224;4339,0;0,002;0,427;0,313;0,114;0,672;0,008;0,01;0,085;0,009;0,02;0,428;0,002;0,003;0,003;0,787;0,0004;0,419;0,113;0,785;0,008;0,01;0,085;0,01;0,018;0,568;0,003;0,037;3,5;40,7;1,6;5,4;0,1;2,4;16,9;4,1;49,0;0,7;4,3;0,1;2,4;20,7
4528;"г6838636=;8";2071-01-08 15:48:00;Э76ХФ;Р65;46,0;43,6833333;17,1333333;43,6833333;1,2988506;0,36644;0,139872;0,136913;0,201512;0,0397957;1599,0;1586,0;19,6183486;;11458,3657588;117,1;1,0;1,0;1,0;28,512;;;0,178;;0,05;;0,378;;0,02;;;;0,050347;0,252;;0,209;;0,248;3272,0;0,001;0,483;0,299;0,106;0,669;0,006;0,009;0,081;0,01;0,017;0,408;0,002;0,003;0,003;0,774;0,0002;0,418;0,108;0,784;0,006;0,011;0,082;0,011;0,014;0,565;0,003;0,036;5,3;54,3;0,4;12,5;0,08;2,2;24,4;6,8;49,9;0,6;10,2;0,14;2,2;22,8
4529;"г6838636=;9";2071-01-08 16:38:00;Э76ХФ;Р65;53,0;41,0333333;16,6833333;41,0333333;2,0683594;0,333005;0,084036;0,112856;0,146045;0,0385984;1562,0;1580,0;12,885134;;12281,7182817;113,2;1,0;1,0;1,0;17,624;;;;;0,05;;0,348;;0,02;;;;0,049045;0,177;;0,173;;0,149;3415,0;0,002;0,483;0,344;0,113;0,687;0,007;0,009;0,078;0,01;0,02;0,446;0,002;0,003;0,003;0,764;0,0002;0,416;0,112;0,781;0,006;0,011;0,078;0,011;0,017;0,572;0,003;0,037;4,6;58,1;0,9;8,3;0,1;2,8;20,7;6,2;56,7;1,0;5,7;0,2;2,4;23,8
4530;"г6838636=;:";2071-01-08 17:34:00;Э76ХФ;Р65;50,0;45,5666667;18,4;45,5666667;2,6925996;0,3400377;0,121824;0,137264;0,1337;0,0379436;1509,0;1576,0;11,0813668;;12489,1304348;111,8;1,0;1,0;1,0;16,305;;0,007293;0,121;;0,05;;0,34;0,043;0,02;;;;0,048213;0,148;;0,212;;0,216;3830,0;0,001;0,452;0,307;0,097;0,655;0,005;0,009;0,072;0,008;0,018;0,438;0,001;0,003;0,002;0,772;0,0001;0,416;0,097;0,786;0,004;0,012;0,073;0,009;0,016;0,567;0,003;0,036;3,5;46,4;0,9;11,3;0,14;2,4;19,4;3,9;47,2;0,9;10,7;0,1;2,3;20,6
4531;"г6838636=;;";2071-01-08 18:22:00;Э76ХФ;Р65;53,0;48,5166667;21,65;48,5166667;2,3540275;0,3068673;0,111672;0,120912;0,138426;0,0386267;1565,0;1571,0;10,6553075;;11384,7575058;113,3;1,0;1,0;1,0;17,232;;0,015334;;;0,0500001;;0,292;0,042;0,02;;;;0,049081;0,16199999999999998;;0,186;;0,198;4108,0;0,002;0,494;0,317;0,116;0,688;0,008;0,008;0,077;0,01;0,024;0,456;0,002;0,003;0,003;0,762;0,0006;0,414;0,116;0,788;0,007;0,01;0,077;0,01;0,017;0,571;0,003;0,035;3,5;57,0;1,2;10,2;0,12;2,8;20,5;5,5;62,2;1,0;3,9;0,1;2,6;24,4
4532;"г6838636=;<";2071-01-08 19:10:00;Э76ХФ;Р65;66,0;44,0333333;16,0;44,0333333;2,6389423;0,38671;0,137112;0,127035;0,157056;0,0400788;1574,0;1568,0;13,5130233;;12813,75;115,0;1,0;1,0;1,0;19,455;;;0,083;;0,05;;0,404;0,031;0,02;;;;0,050926;0,188;;0,195;;0,242;3417,0;0,001;0,433;0,306;0,109;0,677;0,006;0,009;0,075;0,01;0,021;0,423;0,002;0,003;0,003;0,789;0,0006;0,422;0,109;0,788;0,005;0,011;0,075;0,01;0,017;0,565;0,003;0,037;2,7;51,8;0,4;9,2;0,09;3,0;17,3;4,1;49,7;0,7;15,8;0,34;2,1;25,2
4533;"г6838636=;=";2071-01-08 20:17:00;Э76ХФ;Р65;49,0;45,6666667;16,5;45,6666667;2,3321859;0,477815;0,137781;0,190407;0,270804;0,0391965;1586,0;1574,0;19,7724088;;12963,6363636;113,7;1,0;1,0;1,0;30,098;;;0,311;;0,05;;0,514;0,031;0,02;;;;0,049805;0,336;;0,291;;0,243;3565,0;0,001;0,372;0,297;0,119;0,602;0,007;0,009;0,086;0,009;0,021;0,339;0,001;0,003;0,003;0,745;0,0002;0,417;0,119;0,788;0,006;0,011;0,086;0,01;0,013;0,563;0,003;0,038;3,5;48,2;1,6;17,5;1,1;1,9;25,8;4,2;63,9;0,8;5,6;0,14;2,5;25,3
4534;"г6838636=;>";2071-01-08 21:11:00;Э90ХАФ;Р65;50,0;46,8666667;26,6666667;46,6833333;3,0628453;0,46116;0,054432;0,054791;0,098372;0,0907539;1569,0;1618,0;14,8276874;20,9733333;13536,0;113,4;1,0;1,0;1,0;20,767;3,146;;0,224;;0,05;;0,514;0,041;0,02;;;;0,100622;0,128;;0,083;0,026223;0,096;6016,0;0,002;0,471;0,242;0,104;0,738;0,006;0,008;0,079;0,01;0,018;0,45;0,002;0,003;0,004;0,859;0,0002;0,291;0,104;0,785;0,005;0,012;0,079;0,011;0,011;0,543;0,003;0,082;4,3;58,6;1,3;14,0;0,13;2,6;22,6;5,9;58,6;0,6;8,3;0,09;2,6;22,8
4535;"г6838636=;?";2071-01-08 22:03:00;Э90ХАФ;Р65;53,0;48,3833333;21,9833333;47,9;2,896098;0,47156;0,071442;0,072672;0,105159;0,0919197;1572,0;1590,0;15,0242167;14,2456105;13048,9764973;114,9;1,0;1,0;1,0;15,717;7,843;;;;0,05;;0,523;0,071;0,02;;;;0,102286;0,131;;0,111;0,025897;0,126;4781,0;0,002;0,453;0,225;0,098;0,724;0,006;0,009;0,072;0,01;0,02;0,442;0,002;0,003;0,003;0,861;0,0003;0,288;0,098;0,794;0,003;0,014;0,07;0,012;0,016;0,539;0,003;0,082;3,5;50,1;0,7;15,0;0,24;2,3;21,5;4,8;51,8;0,8;11,4;0,1;2,4;21,8
4536;г6838636=<6;2071-01-08 22:55:00;Э90ХАФ;Р65;64,0;42,55;20,3833333;42,2;2,0;0,506945;0,079947;0,101742;0,130638;0,0928397;1572,0;1595,0;13,6489362;15,8014286;13449,2232216;116,0;1,0;1,0;1,0;12,83;7,374;;0,151;;0,05;;0,564;0,04;0,02;;;;0,103009;0,158;;0,156;0,026693;0,141;4569,0;0,002;0,453;0,22;0,088;0,704;0,006;0,009;0,072;0,009;0,017;0,429;0,002;0,003;0,003;0,856;0,0002;0,29;0,087;0,793;0,004;0,016;0,071;0,01;0,014;0,548;0,003;0,082;4,1;53,2;0,4;11,8;0,13;2,3;23,1;5,1;59,0;0,4;7,3;0,08;2,3;26,2
4537;г6838636=<7;2071-01-08 23:50:00;Э90ХАФ;Р65;64,0;46,5333333;23,6833333;46,2;2,6276637;0,4536;0,035154;0,035554;0,115378;0,0947655;1555,0;1598,0;16,0868122;13,8248963;13449,9648135;118,4;1,0;1,0;1,0;20,466;3,702;;0,094;;0,05;;0,509;0,041;0,02;;;;0,105071;0,162;;0,052;0,02738;0,062;5309,0;0,002;0,474;0,259;0,095;0,762;0,006;0,01;0,075;0,012;0,017;0,44;0,002;0,003;0,003;0,863;0,0003;0,288;0,094;0,789;0,005;0,014;0,074;0,013;0,01;0,531;0,003;0,083;3,6;52,4;0,6;8,2;0,11;2,6;20,1;4,5;61,3;1,0;5,7;0,08;2,6;23,4
4538;г6838636=<8;2071-01-09 01:05:00;Э90ХАФ;Р65;47,0;41,6833333;21,0333333;41,5166667;3,3870116;0,52464;0,07938;0,100453;0,129637;0,0947247;1548,0;1578,0;14,1823448;13,0398714;13766,7194929;118,8;1,0;1,0;1,0;17,137;2,253;;0,096;;0,05;;0,586;0,04;0,02;;;;0,10583;0,157;;0,154;0,025933;0,14;4826,0;0,002;0,416;0,222;0,091;0,698;0,006;0,01;0,063;0,01;0,018;0,425;0,001;0,003;0,003;0,847;0,0001;0,29;0,092;0,785;0,004;0,013;0,064;0,011;0,014;0,534;0,003;0,081;4,1;50,8;0,8;11,2;0,17;2,5;20,6;3,7;58,4;0,4;8,1;0,1;2,2;27,0
4539;г6838636=<9;2071-01-09 01:54:00;Э90ХАФ;Р65;45,0;45,0333333;19,4666667;44,7;2,0;0,515235;0,068607;0,136515;0,156351;0,0934318;1570,0;1572,0;16,4156905;16,601218;13426,0273973;117,4;1,0;1,0;1,0;16,972;7,572;;0,123;;0,05;;0,575;0,031;0,02;;;;0,104167;0,183;;0,21;0,025969;0,121;4356,0;0,002;0,425;0,23;0,117;0,674;0,009;0,011;0,08;0,009;0,02;0,414;0,002;0,003;0,004;0,857;0,0004;0,289;0,116;0,791;0,007;0,016;0,08;0,01;0,014;0,539;0,003;0,081;4,9;57,4;0,7;12,7;0,12;2,4;24,0;5,4;57,8;0,6;11,0;0,12;2,3;25,3
4540;г6838636=<:;2071-01-09 02:44:00;Э90ХАФ;Р65;50,0;51,7;23,5;51,3833333;2,8045639;0,52502;0,07938;0,164093;0,144209;0,0923959;1565,0;1582,0;14,0518001;18,9589198;13705,5319149;115,2;1,0;1,0;1,0;14,528;12,871;;0,144;;0,05;;0,584;0,023;0,02;;;;0,102648;0,153;;0,254;0,026331;0,14;5368,0;0,001;0,424;0,219;0,112;0,647;0,009;0,01;0,083;0,008;0,02;0,409;0,001;0,002;0,003;0,844;0,0002;0,287;0,112;0,792;0,007;0,016;0,083;0,008;0,014;0,54;0,003;0,083;3,5;46,6;0,4;12,2;0,11;2,2;21,2;3,6;57,8;0,4;8,7;0,12;2,1;26,9
4541;"г6838636=<;";2071-01-09 03:33:00;Э90ХАФ;Р65;61,0;48,8666667;19,0;48,7;2,398827;0,522855;0,072009;0,130272;0,132465;0,0933633;1570,0;1584,0;14,5098701;14,7477569;12808,4210526;117,2;1,0;1,0;1,0;12,414;11,323;;0,158;;0,05;;0,584;0,031;0,02;;;;0,102792;0,149;;0,201;0,026946;0,127;4056,0;0,002;0,436;0,226;0,105;0,68;0,007;0,012;0,073;0,009;0,018;0,423;0,002;0,003;0,003;0,839;0,0001;0,287;0,105;0,794;0,005;0,016;0,073;0,011;0,014;0,545;0,003;0,083;4,2;52,7;0,5;9,7;0,08;2,7;19,3;5,9;58,3;1,0;6,3;0,07;2,5;23,5
4542;г6838636=<<;2071-01-09 04:38:00;Э90ХАФ;Р65;53,0;48,5666667;9,3833333;48,5666667;1,7628591;0,539985;0,083349;0,183908;0,180248;0,0926427;1609,0;1574,0;20,7884656;22,3707572;21312,2557726;115,3;1,0;1,0;1,0;27,435;7,14;;0,251;;0,05;;0,601;;0,02;;;;0,102069;0,2;;0,284;0,026512;0,147;3333,0;0,001;0,391;0,215;0,122;0,629;0,008;0,011;0,08;0,01;0,023;0,382;0,001;0,003;0,003;0,861;0,0002;0,288;0,123;0,794;0,006;0,015;0,079;0,011;0,016;0,535;0,003;0,084;3,6;42,3;0,5;11,0;0,14;2,1;19,8;4,9;55,8;0,5;13,5;0,17;2,2;25,8
4543;г6838636=<=;2071-01-09 05:28:00;Э90ХАФ;Р65;59,0;51,7;25,1833333;51,3666667;4,0545868;0,450815;0,026649;0,064556;0,11015;0,0949665;1522,0;1577,0;15,1555315;15,2797428;14240,3706155;117,9;1,0;1,0;1,0;23,289;2,64;;0,078;;0,05;;0,506;0,04;0,02;;;;0,103913;0,142;;0,098;0,028465;0,047;5977,0;0,002;0,48;0,265;0,109;0,736;0,009;0,009;0,085;0,012;0,02;0,439;0,002;0,003;0,004;0,86;0,0002;0,288;0,11;0,79;0,008;0,013;0,085;0,013;0,013;0,534;0,003;0,084;4,6;56,8;0,4;10,8;0,13;2,6;22,2;6,5;58,3;0,9;7,2;0,07;2,6;22,7
4544;г6838636=<>;2071-01-09 06:28:00;Э90ХАФ;Р65;60,0;43,2;16,3166667;43,0333333;2,0;0,501575;0,062937;0,115569;0,15396;0,0938884;1576,0;1579,0;17,502439;19,5662125;13138,7129724;117,30000000000001;1,0;1,0;1,0;14,352;11,968;;0,117;;0,0500001;;0,56;0,03;0,02;;;;0,103479;0,188;;0,177;0,026801000000000002;0,111;3573,0;0,002;0,43;0,233;0,095;0,684;0,007;0,01;0,075;0,009;0,018;0,412;0,002;0,003;0,003;0,863;0,0002;0,288;0,096;0,791;0,006;0,017;0,076;0,011;0,014;0,544;0,003;0,084;4,3;53,0;0,4;11,5;0,13;2,4;22,1;4,4;56,2;0,4;12,2;0,12;2,1;26,2
4545;г6838636=<?;2071-01-09 07:40:00;Э90ХАФ;Р65;39,0;45,9;24,6833333;45,75;4,2539084;0,52724;0,111132;0,186388;0,150229;0,0907647;1533,0;1582,0;14,3483607;15,9905061;14344,0918298;113,1;1,0;1,0;1,0;7,78;15,533;;0,135;;0,05;;0,58;0,042;0,02;;;;0,100043;0,153;;0,289;0,025897;0,196;5901,0;0,002;0,407;0,188;0,126;0,62;0,007;0,009;0,083;0,007;0,022;0,409;0,001;0,002;0,003;0,849;0,0001;0,3;0,12;0,8;0,005;0,017;0,078;0,008;0,015;0,54;0,003;0,081;3,1;48,5;0,6;13,0;0,13;2,2;22,4;3,8;57,3;0,7;10,5;0,1;2,2;26,2
4546;г6838636==6;2071-01-09 08:31:00;Э90ХАФ;Р65;41,0;55,8833333;23,6666667;55,7;;0,518635;0,081081;0,158172;0,106698;0,0920207;1541,0;1578,0;14,1758824;15,3607818;13314,9295775;115,1;1,0;1,0;1,0;8,033;19,649;;0,1;;0,05;;0,576;0,041;0,02;;;;0,101888;0,098;;0,246;0,025427;0,143;5252,0;0,002;0,394;0,217;0,104;0,653;0,011;0,011;0,084;0,009;0,02;0,44;0,001;0,002;0,003;0,874;0,0001;0,286;0,103;0,792;0,009;0,018;0,083;0,01;0,012;0,541;0,003;0,083;3,9;52,8;0,5;10,2;0,08;2,6;20,5;4,4;59,5;0,5;4,1;0,09;2,3;25,6
